latitude,longitude,location_name,location_addresstype,location_boundingbox,location_class,location_display_name,location_importance,location_lat,location_lon,location_osm_id,location_place_id,location_place_rank,address_city_district,address_county,address_municipality,address_road,address_village,address_hamlet,altitude
27.8234666666667,86.0076666666667,,road,"['27.8181411', '27.8266878', '86.0072456', '86.0111253'] ",highway,"Bigu-07, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.0533733340962843,27.8240638,86.0072456,340435703,223425418,26,Bigu-07,दोलखा,Bigu,,,,3307
27.8318,86.0125,,road,"['27.8266878', '27.8325768', '86.0077395', '86.0187924'] ",highway,"Bigu-07, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.0533733340962843,27.8318531954563,86.0124500270085,340435709,222527083,26,Bigu-07,दोलखा,Bigu,,,,3219
27.8361,86.0236,,road,"['27.8310238', '27.8332354', '86.0243580', '86.0321887'] ",highway,"Bigu-07, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.0533733340962843,27.8330462,86.0247079,341264891,224822203,26,Bigu-07,दोलखा,Bigu,,,,2965
27.8460733333333,86.02452,Bigu-07,city_district,"['27.8088281', '27.8718814', '86.0023737', '86.0966023'] ",boundary,"Bigu-07, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                                                                              ",0.160040000762951,27.8402896,86.0528997345248,6743313,224605967,18,Bigu-07,दोलखा,Bigu,,,,3538
27.8357,86.0515,Bigu - Choitang - Gaglate Road,road,"['27.8336910', '27.8377318', '86.0403343', '86.0513001'] ",highway,"Bigu - Choitang - Gaglate Road, Bigu-07, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                                              ",0.0533733340962843,27.8373414,86.0509233,946091289,224390720,26,Bigu-07,दोलखा,Bigu,Bigu - Choitang - Gaglate Road,,,2271
27.8363,86.07,Bigu - Choitang - Gaglate Road,road,"['27.8367943', '27.8395317', '86.0531533', '86.0718074'] ",highway,"Bigu - Choitang - Gaglate Road, Gyalwasin, Bigu-07, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                                   ",0.0533733340962843,27.8380858680536,86.0693342012928,340651368,224439871,26,Bigu-07,दोलखा,Bigu,Bigu - Choitang - Gaglate Road,Bigu,Gyalwasin,2131
27.8354,86.0875,Singati-Bigu Road,road,"['27.8325719', '27.8387299', '86.0809454', '86.1023360'] ",highway,"Singati-Bigu Road, Nagara, Bigu-07, Alampu, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                                           ",0.0533733340962843,27.8353893,86.083321,1309206545,223783746,26,Bigu-07,दोलखा,Bigu,Singati-Bigu Road,Alampu,Nagara,1825
27.8309,86.0949,Singati-Bigu Road,road,"['27.8248170', '27.8340926', '86.0941968', '86.0965706'] ",highway,"Singati-Bigu Road, Pegu, Sangba Bazar, Bigu-07, Amanthali Bazar, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                      ",0.0533733340962843,27.8309935483695,86.0951620409899,1309206546,224866609,26,Bigu-07,दोलखा,Bigu,Singati-Bigu Road,Amanthali Bazar,Sangba Bazar,1738
27.82685,86.0977,Singati-Bigu Road,road,"['27.8248170', '27.8340926', '86.0941968', '86.0965706'] ",highway,"Singati-Bigu Road, Pegu, Sangba Bazar, Bigu-07, Amanthali Bazar, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                      ",0.0533733340962843,27.8263849,86.0946471,1309206546,224866609,26,Bigu-07,दोलखा,Bigu,Singati-Bigu Road,Amanthali Bazar,Sangba Bazar,1731
27.8225,86.1037,Chilankha-Syakhu-Alampu-Bigu Road,road,"['27.8190298', '27.8310356', '86.1015514', '86.1082489'] ",highway,"Chilankha-Syakhu-Alampu-Bigu Road, Bigu-05, Amanthali Bazar, Bigu, दोलखा, बागमती प्रदेश, 45510, नेपाल                                          ",0.0533733340962843,27.821909,86.1036772,344458682,224300435,26,Bigu-05,दोलखा,Bigu,Chilankha-Syakhu-Alampu-Bigu Road,Amanthali Bazar,,1814
27.8404305555556,86.1399527777778,Chilankha-Syakhu-Alampu-Bigu Road,city_district,"['27.8174840', '28.1738060', '86.0803370', '86.2999619'] ",boundary,"Bigu-01, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                                     ",0.160040000762951,27.9950545,86.1593897722516,6743653,224133807,18,Bigu-05,दोलखा,Bigu,Chilankha-Syakhu-Alampu-Bigu Road,Chilankha,Pheldar,3265
27.8704324324324,86.2175418918919,Shri Choing Choling Gumba,road,"['27.8638750', '27.9010596', '86.2078696', '86.2207249'] ",highway,"NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                          ",0.0533733340962843,27.8723571,86.23389925,202709300,224053333,26,Bigu-01,दोलखा,Bigu,NH28,Lamabagar,Chetchet,1657
27.8756,86.241,Bamboo Bhatti,isolated_dwelling,"['27.8861905', '27.8862905', '86.2445945', '86.2446945'] ",place,"Bamboo Bhatti, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                      ",0.106716668192569,27.8862405,86.2446445,5223183087,225685511,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,2428
27.8788,86.247,Bamboo Bhatti,isolated_dwelling,"['27.8861905', '27.8862905', '86.2445945', '86.2446945'] ",place,"Bamboo Bhatti, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                      ",0.106716668192569,27.8862405,86.2446445,5223183087,225685511,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,2750
27.8856,86.2632,Surmuche Hotel,tourism,"['27.8878072', '27.8879072', '86.2582597', '86.2583597'] ",tourism,"Surmuche Hotel, NH28, Chetchet, Bigu-01, Lamabagar, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                          ",5.00015259021442E-05,27.8878572,86.2583097,11342719569,224015837,30,Bigu-01,दोलखा,Bigu,NH28,Lamabagar,Chetchet,2719
27.8946,86.2798,Kyalche,isolated_dwelling,"['27.9009332', '27.9010332', '86.2751502', '86.2752502'] ",place,"Kyalche, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.106716668192569,27.9009832,86.2752002,5223183040,223783293,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,3196
27.9056,86.2875,Dongang,isolated_dwelling,"['27.9033758', '27.9034758', '86.2880530', '86.2881530'] ",place,"Dongang, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.106716668192569,27.9034258,86.288103,5222951778,223259019,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,2956
27.9062,86.307,Dongang,isolated_dwelling,"['27.9033758', '27.9034758', '86.2880530', '86.2881530'] ",place,"Dongang, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.106716668192569,27.9034258,86.288103,5222951778,223259019,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,3145
27.9027,86.3289,Lodge,amenity,"['27.9033879', '27.9034879', '86.3264757', '86.3265757'] ",amenity,"Lodge, Thangdinam, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                  ",5.00015259021442E-05,27.9034379,86.3265257,11342720769,222877987,30,Gaurishankar-09,दोलखा,Gaurishankar,,,,3359
27.9043,86.3384,Sumda Mahades Hindu shrine,amenity,"['27.9031044', '27.9032044', '86.3420365', '86.3421365'] ",amenity,"Sumda Mahades Hindu shrine, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                         ",5.00015259021442E-05,27.9031544,86.3420865,5223155349,224015883,30,Gaurishankar-09,दोलखा,Gaurishankar,,,,3548
27.9067,86.357,Ramding,hamlet,"['27.8870726', '27.9270726', '86.3434476', '86.3834476'] ",place,"Ramding, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.133383334859236,27.9070726,86.3634476,5223155117,223033154,20,Gaurishankar-09,दोलखा,Gaurishankar,,,Ramding,3614
27.9051,86.3689,रोल्वालिङ साङ्ग क्ष्योलिङ गुम्बा,amenity,"['27.9049142', '27.9050142', '86.3681867', '86.3682867'] ",amenity,"रोल्वालिङ साङ्ग क्ष्योलिङ गुम्बा, Chhimu, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                 ",5.00015259021442E-05,27.9049642,86.3682367,5223155049,222525921,30,Gaurishankar-09,दोलखा,Gaurishankar,,,Chhimu,3706
27.9045,86.3769,"historic Beding Gompa, Guru Rinpche cave ",historic,"['27.9049983', '27.9050983', '86.3758591', '86.3759591'] ",historic,"historic Beding Gompa, Guru Rinpche cave, Beding, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                   ",5.00015259021442E-05,27.9050483,86.3759091,5223229941,225785582,30,Gaurishankar-09,दोलखा,Gaurishankar,,,Beding,3956
27.8951,86.3822,Beding,hamlet,"['27.8828109', '27.9228109', '86.3555363', '86.3955363'] ",place,"Beding, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                             ",0.133383334859236,27.9028109,86.3755363,3491013193,224299861,20,Gaurishankar-09,दोलखा,Gaurishankar,,,Beding,3788
27.8865,86.393,Gaurishankar-09,city_district,"['27.8054351', '27.9673510', '86.2178718', '86.5547505'] ",boundary,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.160050001525902,27.8864349,86.3990892331761,6743843,224048115,18,Gaurishankar-09,दोलखा,Gaurishankar,,,,3981
27.8845,86.4044,Gaurishankar-09,city_district,"['27.8054351', '27.9673510', '86.2178718', '86.5547505'] ",boundary,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.160050001525902,27.8864349,86.3990892331761,6743843,224048115,18,Gaurishankar-09,दोलखा,Gaurishankar,,,,4222
27.8842,86.4244,Josef Phurba Lodge,tourism,"['27.8811952', '27.8812952', '86.4260022', '86.4261022'] ",tourism,"Josef Phurba Lodge, Na, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, 45500, नेपाल                                                      ",5.00015259021442E-05,27.8812452,86.4260522,8015923985,224618610,30,Gaurishankar-09,दोलखा,Gaurishankar,,,Na,4254
27.8732588235294,86.4437647058824,Na,hamlet,"['27.8614863', '27.9014863', '86.4067800', '86.4467800'] ",place,"Na, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                 ",0.133383334859236,27.8814863,86.42678,3491026788,224048190,20,Gaurishankar-09,दोलखा,Gaurishankar,,,Na,4298
27.869,86.456,Chukyima,isolated_dwelling,"['27.8589863', '27.8590863', '86.4724951', '86.4725951'] ",place,"Chukyima, Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                           ",0.106716668192569,27.8590363,86.4725451,5223422672,226496543,22,Gaurishankar-09,दोलखा,Gaurishankar,,,,4591
27.8721,86.46415,,tourism,"['27.8704690', '27.8705690', '86.4626125', '86.4627125'] ",tourism,"Gaurishankar-09, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",5.00015259021442E-05,27.870519,86.4626625,5223423729,223731899,30,Gaurishankar-09,दोलखा,Gaurishankar,,,,4562
27.66987,86.18821,Gaurishankar-01,road,"['27.6549943', '27.7135130', '86.1523525', '86.2532105'] ",highway,"Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.0533833348592354,27.6841312,86.1775733379717,16116737,223886466,26,Gaurishankar-01,दोलखा,Gaurishankar,,,Lukuwa,2343
27.73595,86.16364,Charikot-Lamabagar Road,road,"['27.7366892', '27.7520487', '86.1628237', '86.1836606'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7367688448851,86.1652038335681,138489803,222514993,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,Singati,,958
27.7404,86.1702,Charikot-Lamabagar Road,road,"['27.7366892', '27.7520487', '86.1628237', '86.1836606'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7410282538202,86.1697248958109,138489803,222514993,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,,,965
27.7445,86.1741,Charikot-Lamabagar Road,road,"['27.7366892', '27.7520487', '86.1628237', '86.1836606'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7439961407739,86.1743965176228,138489803,222514993,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,,,1058
27.7496,86.1788,Charikot-Lamabagar Road,road,"['27.7366892', '27.7520487', '86.1628237', '86.1836606'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7496853844938,86.1787167978575,138489803,222514993,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,,,993
27.7554,86.188,Charikot-Lamabagar Road,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.754945350175,86.1882585497693,316832647,223888943,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,,,1032
27.7582,86.1933,Charikot-Lamabagar Road,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7588254,86.1928069,316832647,223888943,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,,,991
27.762,86.2001,Charikot-Lamabagar Road,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050'] ",highway,"Charikot-Lamabagar Road, Bigu-04, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7624234,86.1980072,316832647,223888943,26,Bigu-04,दोलखा,Bigu,Charikot-Lamabagar Road,,,1213
27.7677,86.2014,Charikot-Lamabagar Road,road,"['27.7520487', '27.7722034', '86.1836606', '86.2026050'] ",highway,"Charikot-Lamabagar Road, Bigu-03, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7687054672609,86.2005888693521,316832647,223888943,26,Bigu-03,दोलखा,Bigu,Charikot-Lamabagar Road,,,1036
27.7718,86.2041,Charikot-Lamabagar Road,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688'] ",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533733340962843,27.7724667375511,86.2033664523466,316832655,225361906,26,Gaurishankar-08,दोलखा,Gaurishankar,Charikot-Lamabagar Road,,,1053
27.7796,86.2063,Charikot-Lamabagar Road,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688'] ",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533733340962843,27.7796809524349,86.2061759830725,316832655,225361906,26,Gaurishankar-08,दोलखा,Gaurishankar,Charikot-Lamabagar Road,,,1073
27.7831,86.211,Charikot-Lamabagar Road,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688'] ",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533733340962843,27.7832387119242,86.2109188060386,316832655,225361906,26,Gaurishankar-08,दोलखा,Gaurishankar,Charikot-Lamabagar Road,,,1123
27.7878,86.2138,Charikot-Lamabagar Road,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688'] ",highway,"Charikot-Lamabagar Road, Bigu-02, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                            ",0.0533733340962843,27.7878385876724,86.2136124853812,316832655,225361906,26,Bigu-02,दोलखा,Bigu,Charikot-Lamabagar Road,,,1074
27.7976,86.2178,Charikot-Lamabagar Road,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688'] ",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533733340962843,27.797605741015,86.2177917805829,316832655,225361906,26,Gaurishankar-08,दोलखा,Gaurishankar,Charikot-Lamabagar Road,,,1107
27.8032,86.2217,Charikot-Lamabagar Road,road,"['27.7722748', '27.8045467', '86.2031195', '86.2225688'] ",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533733340962843,27.8034723972538,86.221354071617,316832655,225361906,26,Gaurishankar-08,दोलखा,Gaurishankar,Charikot-Lamabagar Road,,,1207
27.8115,86.2267666666667,Charikot-Lamabagar Road,road,"['27.8047155', '27.8197349', '86.2226903', '86.2275757'] ",highway,"Charikot-Lamabagar Road, Gaurishankar-08, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533833348592354,27.8080588,86.2251109,343053521,223192765,26,Gaurishankar-08,दोलखा,Gaurishankar,Charikot-Lamabagar Road,,,1153
27.8231,86.2291,Charikot-Lamabagar Road,road,"['27.8206888', '27.8348647', '86.2197258', '86.2278873'] ",highway,"Charikot-Lamabagar Road, Jagat, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533833348592354,27.8233128627837,86.2278080752988,316832687,226496819,26,Bigu-01,दोलखा,Bigu,Charikot-Lamabagar Road,Gonggar,Jagat,1138
27.8294,86.226,Charikot-Lamabagar Road,road,"['27.8206888', '27.8348647', '86.2197258', '86.2278873'] ",highway,"Charikot-Lamabagar Road, Jagat, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533833348592354,27.8288018332732,86.2249695515813,316832687,226496819,26,Bigu-01,दोलखा,Bigu,Charikot-Lamabagar Road,Gonggar,Jagat,1224
27.8336,86.2211,Charikot-Lamabagar Road,road,"['27.8206888', '27.8348647', '86.2197258', '86.2278873'] ",highway,"Charikot-Lamabagar Road, Jagat, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                            ",0.0533833348592354,27.8333721,86.2207031,316832687,226496819,26,Bigu-01,दोलखा,Bigu,Charikot-Lamabagar Road,Gonggar,Jagat,1306
27.8432,86.2167333333334,NH28,road,"['27.8401923', '27.8448632', '86.2170848', '86.2183937'] ",highway,"NH28, Bigu-01, Gonggar, Bigu, दोलखा, बागमती प्रदेश, नेपाल                                                                                      ",0.0533733340962843,27.8428089122927,86.2175067415371,316832696,224141877,26,Bigu-01,दोलखा,Bigu,NH28,Gonggar,,1239
27.7257,86.1557,Charikot-Singati-Lamabagar Road,road,"['27.7153118', '27.7395096', '86.1346089', '86.1633980'] ",highway,"Charikot-Singati-Lamabagar Road, Kalinchok-04, Singati, Kalinchok, दोलखा, बागमती प्रदेश, नेपाल                                                 ",0.0533833348592354,27.7269111231476,86.1572265258272,260711714,223865475,26,Kalinchok-04,दोलखा,Kalinchok,Charikot-Singati-Lamabagar Road,Singati,,1093
27.71645,86.149125,,road,"['27.7166177', '27.7222632', '86.1480534', '86.1531402'] ",highway,"Kalinchok-04, Lamidada, Kalinchok, दोलखा, बागमती प्रदेश, नेपाल                                                                                 ",0.0533833348592354,27.7193303,86.1503112,340963984,222523137,26,Kalinchok-04,दोलखा,Kalinchok,,Lamidada,,930
27.70705,86.14475,,road,"['27.7054326', '27.7094519', '86.1336750', '86.1431336'] ",highway,"Kalinchok-07, Kalinchok, दोलखा, बागमती प्रदेश, 45500, नेपाल                                                                                    ",0.0533833348592354,27.7094519,86.1431336,341186230,223859213,26,Kalinchok-07,दोलखा,Kalinchok,,,,996
27.7042,86.155875,,road,"['27.7016265', '27.7059138', '86.1524526', '86.1560316'] ",highway,"Gaurishankar-02, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                                     ",0.0533833348592354,27.7046115,86.1524526,341190962,223854443,26,Gaurishankar-02,दोलखा,Gaurishankar,,,,1408
27.6997,86.1634,,road,"['27.6845805', '27.6999761', '86.1633395', '86.1715743'] ",highway,"Lukuwa, Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                             ",0.0533833348592354,27.6996960564171,86.1633444903265,341283671,224694387,26,Gaurishankar-01,दोलखा,Gaurishankar,,,Lukuwa,1855
27.6954,86.1675,,road,"['27.6845805', '27.6999761', '86.1633395', '86.1715743'] ",highway,"Lukuwa, Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                             ",0.0533833348592354,27.6946007,86.1658931,341283671,224694387,26,Gaurishankar-01,दोलखा,Gaurishankar,,,Lukuwa,1924
27.6911,86.1724,,road,"['27.6888713', '27.6910848', '86.1703983', '86.1718223'] ",highway,"Lukuwa, Gaurishankar-01, Gaurishankar, दोलखा, बागमती प्रदेश, नेपाल                                                                             ",0.0533833348592354,27.6899763,86.1716674,341286094,222875458,26,Gaurishankar-01,दोलखा,Gaurishankar,,,Lukuwa,2087
27.8162,86.1234,Shree kaileshwori PRA V,amenity,"['27.8170347', '27.8171347', '86.1264163', '86.1265163'] ",amenity,"Shree kaileshwori PRA V, Chilankha-Syakhu-Alampu-Bigu Road, Yarsa, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल                       ",4.00007629510493E-05,27.8170847,86.1264663,5042481437,223033262,30,Bigu-05,दोलखा,Bigu,Chilankha-Syakhu-Alampu-Bigu Road,Chilankha,Yarsa,1933
27.8061,86.1219,Shree Himalaya Ma V,amenity,"['27.8052201', '27.8059401', '86.1216581', '86.1223220'] ",amenity,"Shree Himalaya Ma V, Chilankha-Syakhu-Alampu-Bigu Road, Yarsa, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल                           ",4.00007629510493E-05,27.8055801,86.1219368543785,514723948,224439447,30,Bigu-05,दोलखा,Bigu,Chilankha-Syakhu-Alampu-Bigu Road,Chilankha,Yarsa,1798
27.8011,86.1218,Shree Chirkun Than Namuna PRA V,amenity,"['27.7992819', '27.7993819', '86.1219055', '86.1220055'] ",amenity,"Shree Chirkun Than Namuna PRA V, Chilankha-Syakhu-Alampu-Bigu Road, Thapagau, Bigu-05, Chilankha, Bigu, दोलखा, बागमती प्रदेश, नेपाल            ",4.00007629510493E-05,27.7993319,86.1219555,5028104481,224142094,30,Bigu-05,दोलखा,Bigu,Chilankha-Syakhu-Alampu-Bigu Road,Chilankha,Thapagau,1714
